isbn,section,title,page
9780131471221,Ch. 8,Markov Chains,459
9780131471221,Ch. 9,Introduction to Queueing Theory,499
9780131483163,Chapter 1,Introduction to Statistics,0
9780131483163,Chapter 2,Descriptive Statistics,30
9780131483163,Chapter 3,Probability,108
9780131483163,Chapter 4,Discrete Probability Distributions,160
9780131483163,Chapter 5,Normal Probability Distributions,204
9780131483163,Chapter 6,Confidence Intervals,268
9780131483163,Chapter 7,Hypothesis Testing with One Sample,318
9780131483163,Chapter 8,Hypothesis Testing with Two Samples,388
9780131483163,Chapter 9,Correlation and Regression,440
9780131483163,Chapter 10,Chi-Square Tests and the F-Distribution,492
9780131483163,Chapter 11,Nonparametric Tests,544
9780131497559,Ch. 1,"Statistics, Data, and Statistical Thinking",1
9780131497559,Ch. 2,Methods for Describing Sets of Data,21
9780131497559,Ch. 3,Probability,91
9780131497559,Ch. 4,Discrete Random Variables,155
9780131497559,Ch. 5,Continuous Random Variables,193
9780131497559,Ch. 6,Sampling Distributions,227
9780131497559,Ch. 7,Inferences Based on a Single Sample: Estimation with Confidence Intervals,253
9780131497559,Ch. 8,Inferences Based on a Single Sample: Tests of Hypotheses,289
9780131497559,Ch. 9,Inferences Based on Two Samples: Confidence Intervals and Tests of Hypotheses,339
9780131497559,Ch. 10,Analysis of Variance: Comparing More Than Two Means,401
9780131497559,Ch. 11,Simple Linear Regression,473
9780131497559,Ch. 12,Multiple Regression,535
9780131497559,Ch. 13,Model Building,605
9780131497559,Ch. 14,The Chi-Square Test and the Analysis of Contingency Tables,685
9780131497559,Ch. 15,Nonparametric Statistics,715
9780131499799,Ch. 1,"Statistics, Data, and Statistical Thinking",1
9780131499799,Ch. 2,Methods for Describing Sets of Data,21
9780131499799,Ch. 3,Probability,91
9780131499799,Ch. 4,Random Variables and Probability Distributions,145
9780131499799,Ch. 5,Inferences Based on a Single Sample: Estimation with Confidence Intervals,209
9780131499799,Ch. 6,Inferences Based on a Single Sample: Tests of Hypothesis,245
9780131499799,Ch. 7,Comparing Population Means,287
9780131499799,Ch. 8,Comparing Population Proportions,361
9780131499799,Ch. 9,Simple Linear Regression,399
9780131553781,Chapter 1,Introduction to Statistics,0
9780131553781,Chapter 2,Descriptive Statistics,30
9780131553781,Chapter 3,Probability,108
9780131553781,Chapter 4,Discrete Probability Distributions,160
9780131553781,Chapter 5,Normal Probability Distributions,204
9780131553781,Chapter 6,Confidence Intervals,268
9780131553781,Chapter 7,Hypothesis Testing with One Sample,318
9780131553781,Chapter 8,Hypothesis Testing with Two Samples,388
9780131553781,Chapter 9,Correlation and Regression,440
9780131553781,Chapter 10,Chi-Square Tests and the F-Distribution,492
9780131553781,Chapter 11,Nonparametric Tests,544
9780131562783,1,Displaying the Order in a Group of Numbers,1
9780131562783,2,"The Mean, Variance, Standard Deviation, and Z Scores",21
9780131562783,3,Correlation and Prediction,42
9780131562783,4,"Some Key Ingredients for Inferential Statistics: The Normal Curve, Probability, and Population Versus Sample",72
9780131562783,5,Introduction to Hypothesis Testing,91
9780131562783,6,Hypothesis Tests With Means of Samples,108
9780131562783,7,"Making Sense of Statistical Significance: Decision Error, Statistical Power, and Effect Size",126
9780131562783,8,Introduction to the t Test,152
9780131562783,9,The t Test for Independent Means,178
9780131562783,10,Introduction to the Analysis of Variance,199
9780131562783,11,Chi-Square Tests and Strategies When Population Distributions Are Not Normal,231
9780131562783,12,Making Sense of Advanced Statistical Procedures in Research Articles,265
9780131678316,Ch. 1,Introduction and Data Collection,1
9780131678316,Ch. 2,Presenting Data in Tables and Charts,63
9780131678316,Ch. 3,Summarizing and Describing Numerical Data,151
9780131678316,Ch. 4,Basic Probability and Discrete Probability Distributions,209
9780131678316,Ch. 5,Decision Making,289
9780131678316,Ch. 6,The Normal Distribution and Sampling Distributions,329
9780131678316,Ch. 7,Confidence Interval Estimation,413
9780131678316,Ch. 8,Fundamentals of Hypothesis Testing: One-Sample Tests,479
9780131678316,Ch. 9,Two-Sample Tests with Numerical Data,537
9780131678316,Ch. 10,ANOVA and Other c-Sample Tests with Numerical Data,603
9780131678316,Ch. 11,Two-Sample and c-Sample Tests with Categorical Data,669
9780131678316,Ch. 12,Statistical Applications in Quality and Productivity Management,721
9780131678316,Ch. 13,Simple Linear Regression and Correlation,771
9780131678316,Ch. 14,Multiple Regression Models,853
9780131678316,Ch. 15,Time-Series Analysis,935
9780131856622,1,Combinatorial Analysis,1
9780131856622,1.1,Introduction,1
9780131856622,1.2,The Basic Principle of Counting,2
9780131856622,1.3,Permutations,3
9780131856622,1.4,Combinations,5
9780131856622,1.5,Multinomial Coefficients,10
9780131856622,1.6,The Number of Integer Solutions of Equations,12
9780131856622,2,Axioms of Probability,24
9780131856622,2.1,Introduction,24
9780131856622,2.2,Sample Space and Events,24
9780131856622,2.3,Axioms of Probability,28
9780131856622,2.4,Some Simple Propositions,31
9780131856622,2.5,Sample Spaces Having Equally Likely Outcomes,35
9780131856622,2.6,Probability As a Continuous Set Function,47
9780131856622,2.7,Probability As a Measure of Belief,51
9780131856622,3,Conditional Probability and Independence,64
9780131856622,3.1,Introduction,64
9780131856622,3.2,Conditional Probabilities,64
9780131856622,3.3,Bayes' Formula,69
9780131856622,3.4,Independent Events,83
9780131856622,3.5,P(-[middle dot]F) is a Probability,96
9780131856622,4,Random Variables,122
9780131856622,4.1,Random Variables,122
9780131856622,4.2,Discrete Random Variables,127
9780131856622,4.3,Expected Value,130
9780131856622,4.4,Expectatio of a Function of a Random Variable,133
9780131856622,4.5,Variance,137
9780131856622,4.6,The Bernoulli and Binomial Random Variables,139
9780131856622,4.6.1,Properties of Binomial Random Variables,144
9780131856622,4.6.2,Computing the Binomial Distribution Function,147
9780131856622,4.7,The Poisson Random Variable,149
9780131856622,4.7.1,Computing the Poisson Distribution Function,157
9780131856622,4.8,Other Discrete Probability Distribution,158
9780131856622,4.8.1,The Geometric Random Variable,158
9780131856622,4.8.2,The Negative Binomial Random Variable,160
9780131856622,4.8.3,The Hypergeometric Random Variable,162
9780131856622,4.8.4,The Zeta (or Zipf) distribution,166
9780131856622,4.9,Properties of the Cumulative Distribution Function,166
9780131856622,5,Continuous Random Variables,187
9780131856622,5.1,Introduction,187
9780131856622,5.2,Expectation and Variance of Continuous Random Variables,190
9780131856622,5.3,The Uniform Random Variable,195
9780131856622,5.4,Normal Random Variables,199
9780131856622,5.4.1,The Normal Approximation to the Binomial Distribution,206
9780131856622,5.5,Exponential Random Variables,210
9780131856622,5.5.1,Hazard Rate Functions,215
9780131856622,5.6,Other Continuous Distributions,217
9780131856622,5.6.1,The Gamma Distribution,217
9780131856622,5.6.2,The Weibull Distribution,220
9780131856622,5.6.3,The Cauchy Distribution,220
9780131856622,5.6.4,The Beta Distribution,221
9780131856622,5.7,The Distribution of a Function of a Random Variable,223
9780131856622,6,Jointly Distributed Random Variables,239
9780131856622,6.1,Joint Distribution Functions,239
9780131856622,6.2,Independent Random Variables,248
9780131856622,6.3,Sums of Independent Random Variables,260
9780131856622,6.4,Conditional Distributions: Discrete Case,268
9780131856622,6.5,Conditional Distributions: Continuous Case,270
9780131856622,6.6,Order Statistics,273
9780131856622,6.7,Joint Probability Distribution of Functions of Random Variables,277
9780131856622,6.8,Exchangeable Random Variables,285
9780131856622,7,Properties of Expectation,304
9780131856622,7.1,Introduction,304
9780131856622,7.2,Expectation of Sums of Random Variables,305
9780131856622,7.2.1,Obtaining Bounds from Expectations via the Probabilistic Method,321
9780131856622,7.2.2,The Maximum-Minimums Identity,324
9780131856622,7.3,"Covariance, Variance of Sums, and Correlations",327
9780131856622,7.4,Conditional Expectation,340
9780131856622,7.4.1,Definitions,340
9780131856622,7.4.2,Computing Expectations by Conditioning,343
9780131856622,7.4.3,Computing Probabilities by Conditioning,350
9780131856622,7.4.4,Conditional Variance,354
9780131856622,7.5,Conditional Expectation and Prediction,356
9780131856622,7.6,Moment Generating Functions,361
9780131856622,7.6.1,Joint Moment Generating Functions,371
9780131856622,7.7,Additional Properties of Normal Random Variables,373
9780131856622,7.7.1,The Multivariate Normal Distribution,373
9780131856622,7.7.2,The Joint Distribution of the Sample Mean and Sample Variance,374
9780131856622,7.8,General Definition of Expectation,375
9780131856622,8,Limit Theorems,400
9780131856622,8.1,Introduction,400
9780131856622,8.2,Chebyshev's Inequality and the Weak Law of Large Numbers,400
9780131856622,8.3,The Central Limit Theorem,403
9780131856622,8.4,The Strong Law of Large Numbers,412
9780131856622,8.5,Other Inequalities,417
9780131856622,8.6,Bounding the Error Probability When Approximating a Sum of Independent Bernoulli Random Variables by a Poisson,424
9780131856622,9,Additional Topics in Probability,432
9780131856622,9.1,The Poisson Process,432
9780131856622,9.2,Markov Chains,435
9780131856622,9.3,"Surprise, Uncertainty, and Entropy",440
9780131856622,9.4,Coding Theory and Entropy,445
9780131856622,10,Simulation,455
9780131856622,10.1,Introduction,455
9780131856622,10.2,General Techniques for Simulating Continuous Random Variables,458
9780131856622,10.2.1,The Inverse Transformation Method,458
9780131856622,10.2.2,The Rejection Method,459
9780131856622,10.3,Simulating from Discrete Distributions,465
9780131856622,10.4,Variance Reduction Techniques,467
9780131856622,10.4.1,Use of Antithetic Variables,468
9780131856622,10.4.2,Variance Reduction by Conditioning,468
9780131856622,10.4.3,Control Variates,470
9780131856622,Appendix A,Answers to Selected Problems,475
9780131856622,Appendix B,Solutions to Self-Test Problems and Exercises,478
9780131874398,1,Introduction,1
9780131874398,2,Summarizing Data: Frequency Distributions,14
9780131874398,3,Summarizing Data: Measures of Location,43
9780131874398,4,Summarizing Data: Measures of Variation,80
9780131874398,5,Possibilities and Probabilities,104
9780131874398,6,Some Rules of Probability,132
9780131874398,7,Expectations and Decisions,185
9780131874398,8,Probability Distributions,203
9780131874398,9,The Normal Distribution,251
9780131874398,10,Sampling and Sampling Distributions,283
9780131874398,11,Inferences About Means,316
9780131874398,12,Inferences About Standard Deviations,375
9780131874398,13,Inferences About Proportions,392
9780131874398,14,Analysis of Variance,443
9780131874398,15,Regression,484
9780131874398,16,Correlation,525
9780131874398,17,Nonparametric Tests,550
9780131877061,Ch. 1,Introduction,1
9780131877061,Ch. 2,Descriptive statistics,12
9780131877061,Ch. 3,Probability,59
9780131877061,Ch. 4,Discrete random variables,117
9780131877061,Ch. 5,Continuous random variables,168
9780131877061,Ch. 6,Bivariate probability distributions and sampling distributions,211
9780131877061,Ch. 7,Estimation using confidence intervals,262
9780131877061,Ch. 8,Tests of hypotheses,335
9780131877061,Ch. 9,Categorical data analysis,400
9780131877061,Ch. 10,Simple linear regression,439
9780131877061,Ch. 11,Multiple regression analysis,495
9780131877061,Ch. 12,Model building,583
9780131877061,Ch. 13,Principles of experimental design,648
9780131877061,Ch. 14,The analysis of variance for designed experiments,671
9780131877061,Ch. 15,Nonparametric statistics,755
9780131877061,Ch. 16,Statistical process and quality control,800
9780131877061,Ch. 17,Product and system reliability,857
9780131877061,App. A,Matrix algebra,882
9780131877061,App. B,Useful statistical tables,896
9780131877061,App. C,SAS for Windows tutorial,936
9780131877061,App. D,MINITAB for Windows tutorial,965
9780131877061,App. E,SPSS for Windows tutorial,998
9780131877115,1,Introduction to Statistics and Data Analysis,1
9780131877115,2,Probability,9
9780131877115,3,Random Variables and Probability Distributions,51
9780131877115,4,Mathematical Expectation,84
9780131877115,5,Some Discrete Probability Distributions,114
9780131877115,6,Some Continuous Probability Distributions,143
9780131877115,7,Functions of Random Variables,180
9780131877115,8,"Random Sampling, Data Description, and Some Fundamental Sampling Distributions",198
9780131877115,9,One- and Two-Sample Estimation Problems,238
9780131877115,10,One- and Two-Sample Tests of Hypotheses,290
9780131877115,11,Simple Linear Regression and Correlation,358
9780131877115,12,Multiple Linear Regression,405
9780131877115,13,One-Factor Experiments: General,461
9780131877115,14,Factorial Experiments,527
9780131877115,15,2[superscript k] Factorial Experiments and Fractions,559
9780131877115,16,Nonparametric Statistics,609
9780131877115,17,Statistical Quality Control,635
9780131877153,1,Aspects of Multivariate Analysis,1
9780131877153,2,Matrix Algebra and Random Vectors,50
9780131877153,3,Sample Geometry and Random Sampling,112
9780131877153,4,The Multivariate Normal Distribution,149
9780131877153,5,Inferences About a Mean Vector,210
9780131877153,6,Comparisons of Several Multivariate Means,272
9780131877153,7,Multivariate Linear Regression Models,354
9780131877153,8,Principal Components,426
